"id";"name";"description";"price";"Qty";"image";"subcategory";"category"
1026;"TRV Cashew Roasted - Salt";"TRV Cashew Roasted - Salt";"370";1;"TRV_Cashew_Roasted_Salt.png";"Nuts";"Food"
1027;"TRV Cashew W240";"TRV Cashew W240";"150;660";1;"TRV_Cashew_W240.png";"Nuts";"Food"
1028;"TRV Cashew WW";"TRV Cashew WW";"520";1;"TRV_Cashew_WW.png";"Nuts";"Food"
1029;"TRV Cashews Roasted";"TRV Cashews Roasted";"370";1;"TRV_Cashews_Roasted.png";"Spices";"Food"
1030;"TRV Cashews W320";"TRV Cashews W320";"580";1;"TRV_Cashews_W320.png";"Nuts";"Food"
1031;"TRV Chery Box";"TRV Chery Box";"100";1;"TRV_Chery_Box.png";"Condiments";"Food"
1032;"TRV Chia Seeds";"TRV Chia Seeds";"250";1;"TRV_Chia_Seeds.png";"Condiments";"Food"
1033;"TRV Cloves";"TRV Cloves";"70";1;"TRV_Cloves.png";"Spices";"Food"
1034;"TRV Cucumber Seeds";"TRV Cucumber Seeds";"240;120";1;"TRV_Cucumber_Seeds.png";"Nuts";"Food"
1035;"TRV Dry Black Grapes Seed";"TRV Dry Black Grapes Seed";"170";1;"TRV_Dry_Black_Grapes_Seed.png";"Dried fruit";"Food"
1036;"TRV Dry Dates";"TRV Dry Dates";"110";1;"TRV_Dry_Dates.png";"Dried fruit";"Food"
1037;"TRV Dry Figs (Afgan Fig)";"TRV Dry Figs (Afgan Fig)";"455";1;"TRV_Dry_Figs_Afgan_Fig.png";"Spices";"Food"
1038;"TRV Dry Fruits Gift Box (Assorted)";"TRV Dry Fruits Gift Box (Assorted)";"850";1;"TRV_Dry_Fruits_Gift_Box_Assorted.png";"Nuts";"Food"
1039;"TRV Fenugreek (Venthaiyam)";"TRV Fenugreek (Venthaiyam)";"110";1;"TRV_Fenugreek_Venthaiyam.png";"Spices";"Food"
1040;"TRV Flax Seeds";"TRV Flax Seeds";"140";1;"TRV_Flax_Seeds.png";"Spices";"Food"
1041;"TRV Green Raisins";"TRV Green Raisins";"190";1;"TRV_Green_Raisins.png";"Snacks";"Food"
1042;"TRV Hazelnuts";"TRV Hazelnuts";"240";1;"TRV_Hazelnuts.png";"Nuts";"Food"
1043;"TRV Jeera";"TRV Jeera";"150";1;"TRV_Jeera.png";"Spices";"Food"
1044;"TRV Mustard";"TRV Mustard";"100";1;"TRV_Mustard.png";"Condiments";"Food"
1045;"TRV Pepper";"TRV Pepper";"240;130";1;"TRV_Pepper.png";"Spices";"Food"
1046;"TRV Pine Nuts";"TRV Pine Nuts";"620";1;"TRV_Pine_Nuts.png";"Nuts";"Food"
1047;"TRV Pista Regular";"TRV Pista Regular";"405;260";1;"TRV_Pista_Regular.png";"Nuts";"Food"
1048;"TRV Pista Salted";"TRV Pista Salted";"650;180";1;"TRV_Pista_Salted.png";"Nuts";"Food"
1049;"TRV Pumpkin Seeds";"TRV Pumpkin Seeds";"150";1;"TRV_Pumpkin_Seeds.png";"Nuts";"Food"
1050;"TRV Raisins (Afghan Grapes)";"TRV Raisins (Afghan Grapes)";"100;170";1;"TRV_Raisins_Afghan_Grapes.png";"Dried fruit";"Food"
1051;"TRV Dates (Khajur)";"TRV Dates (Khajur)";"250";1;"TRV_Dates_Khajur.png";"Spices";"Food"
1052;"TRV Sabja Seeds";"TRV Sabja Seeds";"150";1;"TRV_Sabja_Seeds.png";"Spices";"Food"
1053;"TRV Saunf";"TRV Saunf";"120";1;"TRV_Saunf.png";"Spices";"Food"
1054;"TRV Soroli";"TRV Soroli";"170";1;"TRV_Soroli.png";"Spices";"Food"
1055;"TRV Sunflower Seeds";"TRV Sunflower Seeds";"240";1;"TRV_Sunflower_Seeds.png";"Nuts and seeds";"Food"
1056;"TRV Sweet Amla";"TRV Sweet Amla";"140";1;"TRV_Sweet_Amla.png";"Health drink";"Food"
1057;"TRV Tutty Fruity Box";"TRV Tutty Fruity Box";"100";1;"TRV_Tutty_Fruity_Box.png";"Confectionery";"Food"
1058;"TRV Walnuts";"TRV Walnuts";"520;230";1;"TRV_Walnuts.png";"Nuts";"Food"
1059;"TRV Walnuts with Shell";"TRV Walnuts with Shell";"350";1;"TRV_Walnuts_with_Shell.png";"Nuts";"Food"
1060;"Yardley London Imperial Jasmine Soap";"Yardley London Imperial Jasmine Soap";"180";1;"Yardley_London_Imperial_Jasmine_Soap.jpg";"Bath";"Personal Care"
